model,snr,final-ser,model-size,model-run-time
ViterbiNet,1,0.15638884743054707,7002,64.2437093257904
Transformer,2,0.14058329284191132,6960,113.33044242858887
ViterbiNet,2,0.1333332924048106,7002,63.95659375190735
Transformer,3,0.11986107011636098,6960,113.27107501029968
ViterbiNet,3,0.11086106936136882,7002,64.26916980743408
Transformer,4,0.0974444035689036,6960,113.05484580993652
ViterbiNet,4,0.08688884556293487,7002,64.18892621994019
Transformer,5,0.07997217833995819,6960,113.47817182540894
ViterbiNet,5,0.06519440154234568,7002,63.976402759552
Transformer,6,0.06302773515383403,6960,113.13551735877991
ViterbiNet,6,0.0491388475894928,7002,64.3995304107666
Transformer,8,0.034555519819259646,6960,113.35462689399719
ViterbiNet,8,0.023583303491274517,7002,64.23460125923157
Transformer,9,0.020999974608421325,6960,113.76108384132385
ViterbiNet,9,0.015583309332529703,7002,64.02517819404602
Transformer,10,0.011166651248931885,6960,112.80878639221191
ViterbiNet,10,0.009555538495381674,7002,64.40413570404053
Transformer,11,0.005583325028419494,6960,112.86350393295288
ViterbiNet,11,0.005083324313163757,7002,64.46107053756714
Transformer,12,0.0020555480321248374,6960,129.2652304172516
ViterbiNet,12,0.0026249863704045613,7002,83.10758399963379
Transformer,13,0.0011111066738764446,6960,129.2805290222168
ViterbiNet,13,0.00126388152440389,7002,82.77197980880737
Transformer,14,0.00041666547457377116,6960,175.9687056541443
ViterbiNet,14,0.0003888869285583496,7002,99.78356170654297
Transformer,15,7.407387097676595e-05,6960,169.15618586540222
ViterbiNet,15,9.259223937988282e-05,7002,98.69446611404419
Transformer,16,8.333325386047363e-05,6960,169.30246353149414
ViterbiNet,16,2.7777751286824546e-05,7002,102.20019102096558
Transformer,17,7.407387097676595e-05,6960,168.79375839233398
ViterbiNet,17,0.0,7002,100.95666575431824
Transformer,0,0.18874995668729147,6960,115.42048454284668
ViterbiNet,0,0.1799166238307953,7002,66.0422773361206
Transformer,1,0.16530551354090373,6960,116.66387462615967
ViterbiNet,1,0.1559721823533376,7002,68.182861328125
Transformer,2,0.1406110695997874,6960,114.69992303848267
ViterbiNet,2,0.133305513660113,7002,66.75099205970764
Transformer,3,0.11955551644166311,6960,129.96900582313538
ViterbiNet,3,0.10955551346143087,7002,78.87354850769043
Transformer,4,0.09769440174102784,6960,113.5785264968872
ViterbiNet,4,0.08777773241202036,7002,64.51985669136047
Transformer,5,0.07988884468873342,6960,113.42163801193237
ViterbiNet,5,0.06924995760122934,7002,64.22350311279297
Transformer,6,0.06352773388226828,6960,113.35526132583618
ViterbiNet,6,0.04791662633419037,7002,64.33995223045349
Transformer,8,0.03536107500394185,6960,113.77282929420471
ViterbiNet,8,0.024861079851786295,7002,64.51286625862122
Transformer,9,0.02399997055530548,6960,113.29789757728577
ViterbiNet,9,0.014888864755630494,7002,64.25366282463074
Transformer,10,0.012611094911893208,6960,113.29463291168213
ViterbiNet,10,0.0129721999168396,7002,64.33093857765198
Transformer,11,0.006444436113039653,6960,113.4852659702301
ViterbiNet,11,0.008194430867830912,7002,64.20293498039246
Transformer,12,0.0022222137451171874,6960,129.13402915000916
ViterbiNet,12,0.0018333242336908977,7002,82.6701979637146
Transformer,13,0.0008333289623260498,6960,128.93809509277344
ViterbiNet,13,0.0007638847827911377,7002,82.85385155677795
Transformer,14,0.0003333324193954468,6960,173.46281003952026
ViterbiNet,14,0.0006296271085739135,7002,99.68002676963806
Transformer,15,2.7777751286824546e-05,6960,168.11625385284424
ViterbiNet,15,0.0001574067274729411,7002,98.62742829322815
Transformer,16,0.00012962937355041505,6960,166.04865908622742
ViterbiNet,16,1.8518368403116862e-05,7002,99.11107182502747
Transformer,17,2.7777751286824546e-05,6960,168.55578470230103
ViterbiNet,17,5.555530389149984e-05,7002,99.3286144733429
Transformer,0,0.1847777364651362,6960,113.23781180381775
ViterbiNet,0,0.17969440201918285,7002,64.41635966300964
Transformer,1,0.16480551262696583,6960,114.80562591552734
ViterbiNet,1,0.15847218135992686,7002,66.89407348632812
Transformer,2,0.14233329236507417,6960,118.22526431083679
ViterbiNet,2,0.13211106936136882,7002,65.61300563812256
Transformer,3,0.11983329315980275,6960,114.14857602119446
ViterbiNet,3,0.11008329312006633,7002,65.04564595222473
Transformer,4,0.09644440253575642,6960,114.25638508796692
ViterbiNet,4,0.08694440007209778,7002,64.81781196594238
Transformer,5,0.07886106828848521,6960,114.08470821380615
ViterbiNet,5,0.06530551274617513,7002,65.01279520988464
Transformer,6,0.06544440150260926,6960,114.21577286720276
ViterbiNet,6,0.05088884790738424,7002,64.67998003959656
Transformer,8,0.032944408059120175,6960,114.16176223754883
ViterbiNet,8,0.024277748664220174,7002,64.7164237499237
Transformer,9,0.022666638493537904,6960,114.34391617774963
ViterbiNet,9,0.018861085772514344,7002,64.96294903755188
Transformer,10,0.012944427927335104,6960,113.81951594352722
ViterbiNet,10,0.009583317041397095,7002,64.55922794342041
Transformer,11,0.007888878186543782,6960,113.87609672546387
ViterbiNet,11,0.005805543661117554,7002,64.87842178344727
Transformer,12,0.0022222123543421428,6960,129.403333902359
ViterbiNet,12,0.0015694365898768108,7002,84.30754709243774
Transformer,13,0.0011111068725585937,6960,129.598046541214
ViterbiNet,13,0.0010555495818456015,7002,84.2095353603363
Transformer,14,0.0003518511851628621,6960,174.95666241645813
ViterbiNet,14,0.0004166648785273234,7002,100.45914888381958
Transformer,15,2.7777751286824546e-05,6960,170.34976434707642
ViterbiNet,15,0.00012036979198455811,7002,100.80444478988647
Transformer,16,0.00010185162226359049,6960,168.98498249053955
ViterbiNet,16,5.555530389149984e-05,7002,100.67918825149536
Transformer,17,2.7777751286824546e-05,6960,170.1926553249359
ViterbiNet,17,1.8518368403116862e-05,7002,102.05027675628662
Transformer,0,0.1844166253010432,6960,113.8204870223999
ViterbiNet,0,0.18069440384705862,7002,64.94615578651428
Transformer,1,0.16699995895226796,6960,114.29123830795288
ViterbiNet,1,0.15663884699344635,7002,65.06056237220764
Transformer,2,0.14383329272270204,6960,114.7048671245575
ViterbiNet,2,0.13452773650487265,7002,65.06283736228943
Transformer,3,0.1207499611377716,6960,113.9970715045929
ViterbiNet,3,0.11116662383079529,7002,64.82054162025452
Transformer,4,0.09902773559093475,6960,114.50826382637024
ViterbiNet,4,0.08702773571014405,7002,64.81484293937683
Transformer,5,0.08141662240028381,6960,113.95526814460754
ViterbiNet,5,0.0671944010257721,7002,65.29291772842407
Transformer,6,0.06538884520530701,6960,114.28517508506775
ViterbiNet,6,0.05172217965126038,7002,64.64654207229614
Transformer,8,0.03288885354995728,6960,114.7253692150116
ViterbiNet,8,0.02327774743239085,7002,65.01213884353638
Transformer,9,0.0227221941947937,6960,114.33171796798706
ViterbiNet,9,0.014944419264793396,7002,65.13490772247314
Transformer,10,0.013027759591738382,6960,114.36462903022766
ViterbiNet,10,0.00949998398621877,7002,64.87075018882751
Transformer,11,0.007333323359489441,6960,114.54411435127258
ViterbiNet,11,0.004999990463256836,7002,64.99457931518555
Transformer,12,0.0021944365898768107,6960,129.9675748348236
ViterbiNet,12,0.0014722144603729248,7002,83.85758948326111
Transformer,13,0.0008055529991785685,6960,130.20941257476807
ViterbiNet,13,0.0007916619380315145,7002,84.1798951625824
Transformer,14,0.0003240730365117391,6960,175.9184970855713
ViterbiNet,14,0.000564812421798706,7002,101.22200584411621
Transformer,15,2.7777751286824546e-05,6960,173.9029266834259
ViterbiNet,15,0.00012962897618611655,7002,101.1736147403717
Transformer,16,3.7036935488382975e-05,6960,169.71501302719116
ViterbiNet,16,1.8518368403116862e-05,7002,100.68407249450684
Transformer,17,0.0001759256919225057,6960,170.28790283203125
ViterbiNet,17,1.8518368403116862e-05,7002,101.48619937896729
Transformer,0,0.18661106924215953,6960,114.77878403663635
ViterbiNet,0,0.1813055137793223,7002,64.6450502872467
Transformer,1,0.1632221802075704,6960,113.11771273612976
ViterbiNet,1,0.15663884778817494,7002,65.00042533874512
Transformer,2,0.1426666247844696,6960,114.07413268089294
ViterbiNet,2,0.13163884898026784,7002,64.98302817344666
Transformer,3,0.12077773769696554,6960,114.01235270500183
ViterbiNet,3,0.11094440162181854,7002,64.76948523521423
Transformer,4,0.10177773674329121,6960,116.22149729728699
ViterbiNet,4,0.08672217965126038,7002,74.90885496139526
Transformer,5,0.08363884389400482,6960,126.02905321121216
ViterbiNet,5,0.06602773427963257,7002,69.40443730354309
Transformer,6,0.062194403211275735,6960,147.94878697395325
ViterbiNet,6,0.050416626532872516,7002,89.52401351928711
Transformer,8,0.03177774250507355,6960,148.33261513710022
ViterbiNet,8,0.02305552343527476,7002,86.49307823181152
Transformer,9,0.021111088196436565,6960,125.067307472229
ViterbiNet,9,0.017805529435475666,7002,70.24636697769165
Transformer,10,0.013305538892745971,6960,124.84840750694275
ViterbiNet,10,0.010944425662358603,7002,76.36974596977234
Transformer,11,0.005305548310279846,6960,126.4573450088501
ViterbiNet,11,0.008472206989924113,7002,69.81639885902405
Transformer,12,0.002152769168217977,6960,194.79881405830383
ViterbiNet,12,0.002347211440404256,7002,106.5494134426117
Transformer,13,0.0010972181955973307,6960,173.29173803329468
ViterbiNet,13,0.0014166597525278727,7002,109.02752494812012
Transformer,14,0.00020370284716288248,6960,303.43823051452637
ViterbiNet,14,0.0003333316246668498,7002,122.09714722633362
Transformer,15,9.259243806203207e-05,6960,259.46502447128296
ViterbiNet,15,0.0001944434642791748,7002,108.30209755897522
Transformer,16,0.00010185162226359049,6960,170.9114944934845
ViterbiNet,16,5.555530389149984e-05,7002,100.33865213394165
Transformer,17,1.8518368403116862e-05,6960,168.55979204177856
ViterbiNet,17,0.0,7002,99.79070591926575
Transformer,0,0.1867221806446711,6960,113.42969822883606
ViterbiNet,0,0.1827499572436015,7002,65.15412831306458
Transformer,1,0.16491662363211315,6960,113.03691864013672
ViterbiNet,1,0.15763884802659353,7002,65.85526132583618
Transformer,2,0.14569440126419067,6960,114.19543981552124
ViterbiNet,2,0.13202773690223693,7002,64.61870956420898
Transformer,3,0.12330551485220591,6960,112.71103048324585
ViterbiNet,3,0.11047217865784963,7002,65.26553964614868
Transformer,4,0.09752773642539977,6960,113.44178080558777
ViterbiNet,4,0.08611106733481089,7002,64.92189002037048
Transformer,5,0.08147217790285746,6960,113.60517883300781
ViterbiNet,5,0.06505551278591155,7002,65.13541269302368
Transformer,6,0.06330551306406657,6960,112.43004417419434
ViterbiNet,6,0.04494440535704295,7002,63.57199740409851
Transformer,8,0.03724996288617452,6960,112.26763892173767
ViterbiNet,8,0.0258888570467631,7002,63.38758683204651
Transformer,9,0.02238886018594106,6960,111.54150891304016
ViterbiNet,9,0.01755552887916565,7002,63.555219411849976
Transformer,10,0.014527759353319803,6960,112.88575005531311
ViterbiNet,10,0.010138870278994242,7002,63.50492334365845
Transformer,11,0.0067777675390243534,6960,111.81532430648804
ViterbiNet,11,0.006305543184280396,7002,63.48759365081787
Transformer,12,0.002249990502993266,6960,127.57459473609924
ViterbiNet,12,0.0015694350004196167,7002,82.13760900497437
Transformer,13,0.001263884703318278,6960,127.73887729644775
ViterbiNet,13,0.0019027666250864665,7002,82.336665391922
Transformer,14,0.0003611099720001221,6960,181.49631428718567
ViterbiNet,14,0.00043518284956614177,7002,98.7054500579834
Transformer,15,8.333325386047363e-05,6960,167.76282668113708
ViterbiNet,15,0.00024073958396911621,7002,98.49913287162781
Transformer,16,0.0002499993642171224,6960,166.28515315055847
ViterbiNet,16,8.333285649617513e-05,7002,99.17833018302917
Transformer,17,0.0,6960,166.47721433639526
ViterbiNet,17,5.555550257364909e-05,7002,98.53050780296326
Transformer,0,0.18847218016783396,6960,112.32577443122864
ViterbiNet,0,0.18036107023557027,7002,63.65424680709839
Transformer,1,0.16255551397800447,6960,112.62977266311646
ViterbiNet,1,0.156305513381958,7002,63.65628933906555
Transformer,2,0.14205551405747732,6960,112.4884991645813
ViterbiNet,2,0.13169440189997356,7002,63.72204947471619
Transformer,3,0.11888884921868642,6960,112.03068804740906
ViterbiNet,3,0.10822217921415965,7002,63.60410451889038
Transformer,4,0.10061106920242309,6960,111.95834112167358
ViterbiNet,4,0.08980551163355509,7002,64.12200450897217
Transformer,5,0.08030551135540008,6960,111.85596919059753
ViterbiNet,5,0.06694440027077993,7002,63.62088465690613
Transformer,6,0.06327773412068685,6960,111.67930316925049
ViterbiNet,6,0.049611068964004516,7002,63.63964128494263
Transformer,8,0.033777742981910705,6960,112.54503107070923
ViterbiNet,8,0.022694412072499594,7002,63.73852849006653
Transformer,9,0.022388862768809,6960,112.68361282348633
ViterbiNet,9,0.017999974687894185,7002,63.820754051208496
Transformer,10,0.016555535793304443,6960,112.62677121162415
ViterbiNet,10,0.009638871550559997,7002,63.6698260307312
Transformer,11,0.0075277680158615115,6960,112.12370777130127
ViterbiNet,11,0.008166650931040445,7002,63.87265467643738
Transformer,12,0.0021527697642644244,6960,129.04147219657898
ViterbiNet,12,0.001444435715675354,7002,82.34815049171448
Transformer,13,0.000958329439163208,6960,128.45077109336853
ViterbiNet,13,0.001319437026977539,7002,82.46794819831848
Transformer,14,0.0005555542310078939,6960,188.80738234519958
ViterbiNet,14,0.0005925905704498291,7002,99.16580486297607
Transformer,15,0.00017592549324035644,6960,169.88197803497314
ViterbiNet,15,0.0002592577536900838,7002,98.63255834579468
Transformer,16,5.555550257364909e-05,6960,166.88245511054993
ViterbiNet,16,3.7036736806233724e-05,7002,98.73354482650757
Transformer,17,0.00011111100514729818,6960,169.0315773487091
ViterbiNet,17,3.7036736806233724e-05,7002,98.92973852157593
Transformer,0,0.18711106856664023,6960,112.16887974739075
ViterbiNet,0,0.1816944028933843,7002,63.621944427490234
Transformer,1,0.16280551393826803,6960,117.03887724876404
ViterbiNet,1,0.15752773662408193,7002,67.25532174110413
Transformer,2,0.14327773650487263,6960,115.60460662841797
ViterbiNet,2,0.1336110693216324,7002,71.45367431640625
Transformer,3,0.11730551461378734,6960,137.98557353019714
ViterbiNet,3,0.11019440313180287,7002,76.63186192512512
Transformer,4,0.1028332914908727,6960,124.33013939857483
ViterbiNet,4,0.08783328890800476,7002,76.64677119255066
Transformer,5,0.08041662275791168,6960,124.58137893676758
ViterbiNet,5,0.06816662430763244,7002,63.961520195007324
Transformer,6,0.06141662398974101,6960,112.74403738975525
ViterbiNet,6,0.049833292762438454,7002,64.00597596168518
Transformer,8,0.03333329856395721,6960,112.2999267578125
ViterbiNet,8,0.02452774524688721,7002,63.961385011672974
Transformer,9,0.022166638771692913,6960,112.59043288230896
ViterbiNet,9,0.0141666446129481,7002,63.88111329078674
Transformer,10,0.013222205638885497,6960,112.04511642456055
ViterbiNet,10,0.007777763803799947,7002,63.89661502838135
Transformer,11,0.006861101587613424,6960,112.84205102920532
ViterbiNet,11,0.007249987721443176,7002,63.930100202560425
Transformer,12,0.0015694389740626017,6960,129.2150890827179
ViterbiNet,12,0.001944435437520345,7002,82.47823095321655
Transformer,13,0.0012777737776438396,6960,128.3496310710907
ViterbiNet,13,0.0009722167253494263,7002,82.88764476776123
Transformer,14,0.0002222214142481486,6960,180.78845977783203
ViterbiNet,14,0.00031481305758158365,7002,98.87907409667969
Transformer,15,0.0001388883590698242,6960,169.8868100643158
ViterbiNet,15,5.555530389149984e-05,7002,98.69279146194458
Transformer,16,5.555530389149984e-05,6960,168.1000461578369
ViterbiNet,16,0.0001388883590698242,7002,99.06756734848022
Transformer,17,8.333325386047363e-05,6960,166.8544397354126
ViterbiNet,17,0.0,7002,100.01063919067383
Transformer,0,0.18833329081535338,6960,112.19495105743408
ViterbiNet,0,0.17961106916268665,7002,63.88218545913696
Transformer,1,0.16319440205891927,6960,112.54671502113342
ViterbiNet,1,0.15694440344969432,7002,64.02393960952759
Transformer,2,0.14180551528930663,6960,112.28360271453857
ViterbiNet,2,0.1318332916498184,7002,63.78861689567566
Transformer,3,0.12161107162634531,6960,112.54794073104858
ViterbiNet,3,0.10908329049746196,7002,63.787293672561646
Transformer,4,0.10066662391026815,6960,112.36541152000427
ViterbiNet,4,0.08791662295659383,7002,63.598848819732666
Transformer,5,0.08288884421189625,6960,112.52415156364441
ViterbiNet,5,0.06730551143487294,7002,64.19595241546631
Transformer,6,0.0646944002310435,6960,112.46722650527954
ViterbiNet,6,0.04849995851516724,7002,63.78742432594299
Transformer,8,0.03186107734839121,6960,112.7363395690918
ViterbiNet,8,0.023749969601631164,7002,63.93018960952759
Transformer,9,0.019916642109553018,6960,112.85841989517212
ViterbiNet,9,0.013416645328203837,7002,64.0621657371521
Transformer,10,0.01222220778465271,6960,112.56468462944031
ViterbiNet,10,0.012583314180374146,7002,63.63077187538147
Transformer,11,0.007583323319753011,6960,112.40445709228516
ViterbiNet,11,0.006999986569086711,7002,64.01036977767944
Transformer,12,0.0020555482308069863,6960,128.0042269229889
ViterbiNet,12,0.002138876517613729,7002,82.6677942276001
Transformer,13,0.000652774969736735,6960,128.38930487632751
ViterbiNet,13,0.001444435715675354,7002,82.57386684417725
Transformer,14,0.00037962853908538816,6960,178.2099585533142
ViterbiNet,14,0.0005462940533955892,7002,99.25051999092102
Transformer,15,6.481448809305827e-05,6960,169.132887840271
ViterbiNet,15,8.333285649617513e-05,7002,98.96044301986694
Transformer,16,0.0,6960,166.59786534309387
ViterbiNet,16,3.7036736806233724e-05,7002,98.78735494613647
Transformer,17,7.407387097676595e-05,6960,168.76570415496826
ViterbiNet,17,1.8518368403116862e-05,7002,99.25161123275757
Transformer,0,0.18738884707291922,6960,113.15792346000671
ViterbiNet,0,0.179944402774175,7002,65.12074446678162
Transformer,1,0.16716662406921387,6960,112.33568668365479
ViterbiNet,1,0.15758329192797343,7002,63.930257081985474
Transformer,2,0.14030551354090373,6960,112.50355839729309
ViterbiNet,2,0.13347217917442322,7002,63.99168086051941
Transformer,3,0.12066662569840748,6960,112.79583072662354
ViterbiNet,3,0.11055551330248514,7002,63.818645000457764
